가격,거래 유형,건축물 용도,계약기간,공급/전용면적,관리비,관리비부과기준,기보증금/월세,난방(방식/연료),매물번호,매물특징,방수/욕실수,방향,융자금,이미지 URL,입주가능일,제목,주소,총주차대수,해당면적 세대수,해당층/총층,현관구조
24억,매매,공동주택,-,113.06㎡/84.89㎡(전용률75%),25만원,-,-/-,지역난방/열병합,2458116365,3호선 신사역 인근 내부상태 깨끗한 아파트,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170724_241/hscp_img_1500879135421cjf4R_JPEG/photoinfra_1500879134373.jpg,즉시입주 협의가능,래미안신사 101동,서울시 강남구 신사동 506-9,82대(세대당 1.3대),60세대,고/12층,계단식
3억/400,월세,공동주택,-,113.06㎡/84.89㎡(전용률75%),25만원,-,-,지역난방/열병합,2457678030,-,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170724_241/hscp_img_1500879135421cjf4R_JPEG/photoinfra_1500879134373.jpg,2024년 08월 하순 협의가능,래미안신사 101동,서울시 강남구 신사동 506-9,82대(세대당 1.3대),60세대,고/12층,계단식
2억/450,월세,공동주택,-,113.06㎡/84.89㎡(전용률75%),20만원,-,-,지역난방/열병합,2456873530,내부 컨디션 우수 로얄층 막힘 x 채광 굿 입주협의,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170724_241/hscp_img_1500879135421cjf4R_JPEG/photoinfra_1500879134373.jpg,즉시입주 협의가능,래미안신사 101동,서울시 강남구 신사동 506-9,82대(세대당 1.3대),60세대,9/12층,계단식
15억,전세,공동주택,-,113.06㎡/84.89㎡(전용률75%),30만원,-,-,지역난방/열병합,2456418721,조망막힘없는 집.올확장.천정형 에어컨,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170724_241/hscp_img_1500879135421cjf4R_JPEG/photoinfra_1500879134373.jpg,즉시입주,래미안신사 101동,서울시 강남구 신사동 506-9,82대(세대당 1.3대),60세대,9/12층,계단식
2억/450,월세,공동주택,-,113.06㎡/84.89㎡(전용률75%),35만원,정액관리비,-,지역난방/열병합,2457382723,내부 올수리되어 컨디션 아주좋은 월세매물,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170724_241/hscp_img_1500879135421cjf4R_JPEG/photoinfra_1500879134373.jpg,즉시입주,래미안신사 101동,서울시 강남구 신사동 506-9,82대(세대당 1.37대),60세대,고/12층,계단식
14억,전세,공동주택,-,113.06㎡/84.89㎡(전용률75%),30만원,-,-,지역난방/열병합,2455749171,"빠른 입주 가능, 초급매 전세 아파트, 신사역 가로수길 근처",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20170724_241/hscp_img_1500879135421cjf4R_JPEG/photoinfra_1500879134373.jpg,즉시입주 협의가능,래미안신사 101동,서울시 강남구 신사동 506-9,82대(세대당 1.3대),60세대,6/12층,계단식
"10억 6,000",매매,공동주택,-,87.53㎡/74.84㎡(전용률86%),10만원,-,-/-,개별난방/도시가스,2455089466,학동공원블럭의 소형 평형 으로 희소성있는 빌라임 .,3/2개,동향(거실 기준),없음,,즉시입주 협의가능,비쥬힐 1동,서울시 강남구 논현동 39-10,11대(세대당 1.1대),4세대,중/6층,계단식
1억/240,월세,공동주택,-,76.94㎡/57.33㎡(전용률75%),22만원,-,-,개별난방/도시가스,2458533407,O 28 SSG O 호텔급수리 O빠른입주 O여기가바로 결정해야할집,3/1개,남동향(안방 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주 협의가능,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1대),84세대,고/18층,계단식
"8억 5,000",전세,-,-,109.7㎡/84.33㎡(전용률77%),25만원,-,-,개별난방/도시가스,2457210097,부분수리된 집으로 입주2월,3/2개,북향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_17/hscp_img_1332836805201OAzcu_JPEG/GW70765_1332836804063.jpg,즉시입주,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1대),16세대,2/18층,계단식
6억/100,월세,-,-,109.7㎡/84.33㎡(전용률77%),25만원,-,-,개별난방/도시가스,2457233826,"부분수리된집으로 2월입주 가능,넓은지하주차장",3/2개,북향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_17/hscp_img_1332836805201OAzcu_JPEG/GW70765_1332836804063.jpg,즉시입주,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1대),16세대,2/18층,계단식
16억,매매,-,-,76.94㎡/57.33㎡(전용률75%),22만원,정액관리비,-/-,개별난방/도시가스,2458114912,"올수리 신동초,중5분",3/1개,남향(거실 기준),시세 대비 30% 미만,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주 협의가능,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1.00대),84세대,저/18층,복도식
1억/240,월세,-,-,76.94㎡/57.33㎡(전용률75%),28만원,정액관리비,-,개별난방/도시가스,2457513692,"서남향으로 뷰 좋음 ,융자없이  초중학군 최근접  개별난방좋음",3/1개,남서향(안방 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,2024년 12월 19일 협의가능,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1대),84세대,고/18층,복도식
16억,매매,-,-,76.94㎡/57.33㎡(전용률75%),20만원,-,-/-,개별난방/도시가스,2458105021,28 올수리 신동초중 역세권 입주가능,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주 협의가능,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1대),84세대,4/18층,복도식
16억,매매,공동주택,-,76.94㎡/57.33㎡(전용률75%),22만원,-,-/-,개별난방/도시가스,2458533975,O 28 SSG O 올수리 O 신동초중 O 잠원역5분 O,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1.00대),84세대,저/18층,복도식
16억,매매,-,-,76.94㎡/57.33㎡(전용률75%),25만원,정액관리비,-/-,개별난방/도시가스,2458378412,"28.입주가능,올수리,신동초중학군,리모델링추진단지",3/1개,남향(안방 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,2024년 12월 30일,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1대),84세대,저/18층,계단식
1억/240,월세,공동주택,-,76.94㎡/57.33㎡(전용률75%),20만원,-,-,개별난방/도시가스,2458553653,O 28 SSG O 올수리 O 귀한 월세 O 신동초중 O 장기거주가능 O,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1.00대),84세대,고/18층,복도식
16억,매매,공동주택,-,76.94㎡/57.33㎡(전용률75%),23만원,-,-/-,개별난방/도시가스,2456528989,O 28 SSG O 올수리 O 입주가능 O 신동초중 O,3/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1.00대),84세대,고/18층,복도식
"16억 2,000",매매,공동주택,-,76.94㎡/57.33㎡(전용률75%),20만원,-,5억/-,개별난방/도시가스,2455127324,"특올수리, 전세안고, 생활 학교 교통 매우 편리",3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주 협의가능,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1.00대),84세대,3/18층,복도식
1억/240,월세,-,-,76.94㎡/57.33㎡(전용률75%),18만원,-,-,개별난방/도시가스,2457392341,"부분수리된집으로 빠른입주 가능,넓은지하주차장",3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1대),84세대,고/18층,계단식
16억,매매,공동주택,-,76.94㎡/57.33㎡(전용률75%),19만원,-,-/-,개별난방/도시가스,2457506904,슈퍼A급 방3개 지하주차장o 신동초o 신동중o 잠원역o 신사역o,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주 협의가능,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1.00대),84세대,중/18층,계단식
1억/240,월세,-,-,76.94㎡/57.33㎡(전용률75%),23만원,-,-,개별난방/도시가스,2457054239,"28.올수리.잠원역세권.신동초,중교접.하시입주.보5000가능",3/1개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1대),84세대,고/18층,계단식
"5,000/260",월세,-,-,76.94㎡/57.33㎡(전용률75%),22만원,-,-,개별난방/도시가스,2457054257,"28.올수리.잠원역3분.신동초,중교접.주거최고",3/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_43/hscp_img_1332836796843pGogl_JPEG/GW70765_1332836795595.jpg,즉시입주,신화 1동,서울시 서초구 잠원동 54-7,167대(세대당 1대),84세대,고/18층,계단식
24억,전세,공동주택,-,192.35㎡/157.41㎡(전용률82%),75만원,-,-,개별난방/도시가스,2458281095,"특 올수리, 인테리어 깔끔, 필로티 있는 3층으로 층간 소음 걱정없는 집",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120320_145/hscp_img_1332229929016YhN0J_JPEG/GW70765_1332229927820.jpg,2025년 01월 초순 협의가능,논현동양파라곤 101동,서울시 강남구 논현동 245,572대(세대당 2.81대),53세대,3/16층,계단식
"38억 5,000",매매,공동주택,-,192.35㎡/157.41㎡(전용률82%),58만원,-,-/-,개별난방/도시가스,2458418070,명품브랜드 동양파라곤아파트 올리모델링 실입주가능,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120320_145/hscp_img_1332229929016YhN0J_JPEG/GW70765_1332229927820.jpg,즉시입주 협의가능,논현동양파라곤 102동,서울시 강남구 논현동 245,572대(세대당 2.81대),53세대,중/16층,계단식
37억,매매,공동주택,-,194.26㎡/160.33㎡(전용률83%),70만원,정액관리비,-/-,개별난방/도시가스,2458357984,"급매물,로얄층,방3,욕실2,넓은거실,협의 입주가능",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120320_122/hscp_img_1332229979808H6AgH_JPEG/GW70765_1332229978722.jpg,즉시입주,논현동양파라곤 101동,서울시 강남구 논현동 245,572대(세대당 2.81대),23세대,고/16층,계단식
65억,매매,공동주택,-,255㎡/213.98㎡(전용률84%),90만원,-,-/-,개별난방/도시가스,2458281422,"넓은거실, 인테리어깔끔 실입주가능",4/3개,남향(거실 기준),없음,,2024년 12월 17일,논현동양파라곤 103동,서울시 강남구 논현동 245,572대(세대당 3.4대),28세대,고/16층,계단식
"38억 5,000",매매,공동주택,-,192.35㎡/157.41㎡(전용률82%),75만원,-,-/-,개별난방/도시가스,2458280769,"입주가능, 논현동 명품아파트,  인테리어 깔끔",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120320_145/hscp_img_1332229929016YhN0J_JPEG/GW70765_1332229927820.jpg,2025년 1월 17일,논현동양파라곤 102동,서울시 강남구 논현동 245,572대(세대당 2.81대),53세대,중/16층,계단식
25억,전세,공동주택,-,218.5㎡/180.07㎡(전용률82%),75만원,-,-,개별난방/도시가스,2458357386,"내부 인테리어 깔끔 방4, 욕실2, 가족실",4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20210610_171/hscp_img_162328956859864hsi_JPEG/photoinfra_1623289568092.jpg,2025년 1월 17일,논현동양파라곤 101동,서울시 강남구 논현동 245,572대(세대당 2.81대),42세대,10/16층,계단식
25억,전세,공동주택,-,218.5㎡/180.07㎡(전용률82%),66만원,-,-,개별난방/도시가스,2458418905,강남구청역 동양파라곤아파트 귀한전세 하시답사가능,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20210610_171/hscp_img_162328956859864hsi_JPEG/photoinfra_1623289568092.jpg,즉시입주 협의가능,논현동양파라곤 101동,서울시 강남구 논현동 245,572대(세대당 2.81대),42세대,10/16층,계단식
24억,전세,공동주택,-,192.35㎡/157.41㎡(전용률82%),58만원,-,-,개별난방/도시가스,2458527444,명품브랜드 동양파라곤아파트 올리모델링함,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120320_145/hscp_img_1332229929016YhN0J_JPEG/GW70765_1332229927820.jpg,즉시입주 협의가능,논현동양파라곤 101동,서울시 강남구 논현동 245,572대(세대당 2.81대),53세대,3/16층,계단식
65억,매매,공동주택,-,255㎡/213.98㎡(전용률84%),90만원,-,-/-,개별난방/도시가스,2457839963,주인직접의뢰 로얄동 로얄층 남향 화이트톤 리모델링세대,3/3개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120320_212/hscp_img_1332230042626vT1tP_JPEG/GW70765_1332230041357.jpg,즉시입주 협의가능,논현동양파라곤 103동,서울시 강남구 논현동 245,572대(세대당 2.81대),28세대,고/16층,계단식
65억,매매,공동주택,-,255㎡/213.98㎡(전용률84%),80만원,정액관리비,-/-,개별난방/도시가스,2457318959,전망좋고     깔끔한 인테리어,4/3개,남향(거실 기준),없음,,즉시입주 협의가능,논현동양파라곤 103동,서울시 강남구 논현동 245,572대(세대당 2.81대),28세대,고/16층,계단식
65억,매매,공동주택,-,255㎡/213.98㎡(전용률84%),65만원,-,-/-,개별난방/도시가스,2457154667,강남 고품격 명품브랜드 동양파라곤아파트,4/3개,남향(거실 기준),없음,,즉시입주 협의가능,논현동양파라곤 103동,서울시 강남구 논현동 245,572대(세대당 2.81대),28세대,고/16층,계단식
37억,매매,공동주택,-,194.26㎡/160.33㎡(전용률83%),0원,-,-/-,개별난방/도시가스,2457359592,LX 주인직접 58 급매 입주협의 내부 큼직큼직한 사이즈,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120320_122/hscp_img_1332229979808H6AgH_JPEG/GW70765_1332229978722.jpg,즉시입주 협의가능,논현동양파라곤 101동,서울시 강남구 논현동 245,572대(세대당 2.81대),23세대,고/16층,계단식
40억,매매,공동주택,-,192.35㎡/157.41㎡(전용률82%),75만원,-,-/-,개별난방/도시가스,2457100040,"집상태 최상, 전망굿,  화이트톤  올수리",3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120320_145/hscp_img_1332229929016YhN0J_JPEG/GW70765_1332229927820.jpg,2025년 2월 27일,논현동양파라곤 103동,서울시 강남구 논현동 245,572대(세대당 2.81대),53세대,고/16층,계단식
25억,전세,공동주택,-,218.5㎡/180.07㎡(전용률82%),60만원,-,-,개별난방/도시가스,2457796152,66 내부깔끔 4룸2욕실 학동초,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20210610_171/hscp_img_162328956859864hsi_JPEG/photoinfra_1623289568092.jpg,즉시입주 협의가능,논현동양파라곤 101동,서울시 강남구 논현동 245,572대(세대당 2.81대),42세대,중/16층,계단식
24억,전세,공동주택,-,192.35㎡/157.41㎡(전용률82%),60만원,정액관리비,-,개별난방/도시가스,2457198626,특올수리 필로티층 집 정말좋습니다,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120320_145/hscp_img_1332229929016YhN0J_JPEG/GW70765_1332229927820.jpg,즉시입주 협의가능,논현동양파라곤 101동,서울시 강남구 논현동 245,572대(세대당 2.81대),53세대,3/16층,계단식
"5억/1,200",월세,공동주택,-,192.13㎡/160.33㎡(전용률83%),80만원,정액관리비,-,개별난방/도시가스,2458220396,논현동 고급주택 컨디션 좋은월세매물,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120522_226/hscp_img_1337671729801BjmaP_JPEG/photoinfra_1337671729601.jpg,즉시입주,논현동양파라곤 103동,서울시 강남구 논현동 245,572대(세대당 2.82대),29세대,중/16층,계단식
53억,매매,공동주택,-,218.5㎡/180.07㎡(전용률82%),70만원,정액관리비,-/-,개별난방/도시가스,2455726317,아늑한 정원뷰 편안합니다,4/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20210610_171/hscp_img_162328956859864hsi_JPEG/photoinfra_1623289568092.jpg,2025년 8월 22일 협의가능,논현동양파라곤 103동,서울시 강남구 논현동 245,572대(세대당 2.81대),42세대,저/16층,계단식
60억,매매,공동주택,-,255㎡/213.98㎡(전용률84%),100만원,정액관리비,-/-,개별난방/도시가스,2457850430,-,4/3개,남향(거실 기준),-,,2025년 1월 1일 협의가능,논현동양파라곤 102동,서울시 강남구 논현동 245,572대(세대당 2.81대),28세대,고/16층,계단식
"37억 5,000",매매,공동주택,-,192.35㎡/157.41㎡(전용률82%),58만원,-,-/-,개별난방/도시가스,2457868114,명품브랜드 동양파라곤아파트 올리모델링 실입주가능,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120320_145/hscp_img_1332229929016YhN0J_JPEG/GW70765_1332229927820.jpg,즉시입주 협의가능,논현동양파라곤 102동,서울시 강남구 논현동 245,572대(세대당 2.81대),53세대,저/16층,계단식
4억,전세,공동주택,-,81.28㎡/75.79㎡(전용률93%),30만원,-,-,지역난방/열병합,2458213035,"25.올수리. 신동초,중 인접. 잠원역3분.",2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_102/hscp_img_1332916373613JJKYn_JPEG/GW70765_1332916372374.jpg,즉시입주 협의가능,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 1대),88세대,8/12층,복도식
4억,전세,공동주택,-,81.28㎡/75.79㎡(전용률93%),30만원,-,-,지역난방/열병합,2458024259,"25. 올수리. 신동초,중. 잠원역세권.",2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_102/hscp_img_1332916373613JJKYn_JPEG/GW70765_1332916372374.jpg,즉시입주 협의가능,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),88세대,8/12층,복도식
"5억 5,000",전세,공동주택,-,81.28㎡/75.79㎡(전용률93%),20만원,-,-,지역난방/열병합,2457759720,-,3/1개,남향(거실 기준),-,,즉시입주,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),88세대,6/12층,복도식
1억/170,월세,공동주택,-,81.28㎡/75.79㎡(전용률93%),25만원,-,-,지역난방/열병합,2457548692,25. 샷시  화장실 도배 장판 등 상태 좋고 오래거주가능,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_102/hscp_img_1332916373613JJKYn_JPEG/GW70765_1332916372374.jpg,2025년 2월 21일,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),88세대,11/12층,복도식
"31억 5,000",매매,공동주택,-,114.1㎡/105.36㎡(전용률92%),34만원,정액관리비,-/-,지역난방/열병합,2457894373,관리처분 임박  조합원분양 신청중,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_204/hscp_img_1332916380215RXP39_JPEG/GW70765_1332916379088.jpg,즉시입주,신반포12차 324동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),66세대,중/12층,복도식
5억,전세,공동주택,-,81.28㎡/75.79㎡(전용률93%),25만원,-,-,지역난방/열병합,2457825854,25 확장 올수리 입주협의,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_102/hscp_img_1332916373613JJKYn_JPEG/GW70765_1332916372374.jpg,즉시입주 협의가능,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),88세대,중/12층,복도식
"5억 5,000",전세,공동주택,-,81.28㎡/75.79㎡(전용률93%),25만원,-,-,지역난방/열병합,2458322178,올수리 입주협의,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_102/hscp_img_1332916373613JJKYn_JPEG/GW70765_1332916372374.jpg,즉시입주 협의가능,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),88세대,6/12층,-
3억/100,월세,공동주택,-,81.28㎡/75.79㎡(전용률93%),25만원,-,-,지역난방/열병합,2457340022,25 확장 올수리 입주협의,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_102/hscp_img_1332916373613JJKYn_JPEG/GW70765_1332916372374.jpg,즉시입주 협의가능,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),88세대,중/12층,복도식
1억/220,월세,공동주택,-,114.1㎡/105.36㎡(전용률92%),30만원,-,-,지역난방/열병합,2457606531,남향 급 월세 수리중,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_204/hscp_img_1332916380215RXP39_JPEG/GW70765_1332916379088.jpg,즉시입주,신반포12차 324동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),66세대,저/12층,복도식
1억/170,월세,공동주택,-,81.28㎡/75.79㎡(전용률93%),20만원,-,-,지역난방/열병합,2458531022,O 25 SSG O 올수리  O 신동초중 O 생활권 편리 O 입주협의 O,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_102/hscp_img_1332916373613JJKYn_JPEG/GW70765_1332916372374.jpg,즉시입주,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),88세대,고/12층,복도식
5억,전세,공동주택,-,81.28㎡/75.79㎡(전용률93%),22만원,-,-,지역난방/열병합,2458396295,O 25 SSG O 올수리 O 신동초중 O 생활권 편리 O 입주협의,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_102/hscp_img_1332916373613JJKYn_JPEG/GW70765_1332916372374.jpg,즉시입주,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),88세대,고/12층,복도식
32억,매매,공동주택,-,114.1㎡/105.36㎡(전용률92%),35만원,-,-/-,지역난방/열병합,2455014819,진행빠른 재건축 추천매물 입주 또는 전세안고 가능합니다,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_204/hscp_img_1332916380215RXP39_JPEG/GW70765_1332916379088.jpg,즉시입주 협의가능,신반포12차 324동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),66세대,10/12층,복도식
"31억 5,000",매매,공동주택,-,114.1㎡/105.36㎡(전용률92%),30만원,-,-/-,지역난방/열병합,2456199017,재건축조합원 승계 가능 확실한 매물,3/1개,남향(거실 기준),"20억9,040만원",https://landthumb-phinf.pstatic.net/20120328_204/hscp_img_1332916380215RXP39_JPEG/GW70765_1332916379088.jpg,즉시입주 협의가능,신반포12차 324동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),66세대,저/12층,복도식
"5억 5,000",전세,공동주택,-,81.28㎡/75.79㎡(전용률93%),"21만 8,500원",-,-,지역난방/열병합,2457957151,급임대  호텔하시,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_102/hscp_img_1332916373613JJKYn_JPEG/GW70765_1332916372374.jpg,2024년 12월 19일,신반포12차 325동,서울시 서초구 잠원동 50-5,312대(세대당 0.96대),88세대,고/12층,복도식
35억,매매,공동주택,-,174.26㎡/161.33㎡(전용률93%),53만원,정액관리비,-/-,개별난방/도시가스,2458278658,53 입주 19차25차통합재건축 방5화2 신동초중5분 가격조정확실,5/2개,남서향(거실 기준),-,,즉시입주 협의가능,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),16세대,4/10층,계단식
33억,매매,공동주택,-,160.87㎡/148.93㎡(전용률93%),60만원,정액관리비,-/-,개별난방/도시가스,2458278177,-,4/2개,남서향(거실 기준),-,,즉시입주,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),2세대,9/10층,계단식
35억,매매,공동주택,-,174.26㎡/161.33㎡(전용률93%),52만원,-,"12억6,000/-",개별난방/도시가스,2457990912,"53 통합재건축 진행중 한강공원, 학교 인접  입주가능 갭투가능",5/2개,남서향(거실 기준),-,,즉시입주,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),16세대,6/10층,계단식
35억,매매,공동주택,-,174.26㎡/161.33㎡(전용률93%),50만원,-,-/-,개별난방/도시가스,2457387789,"53 주인직접  19,25차 함께 통합재건축  추천매물",5/2개,남서향(거실 기준),-,,즉시입주 협의가능,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),16세대,6/10층,계단식
13억,전세,공동주택,-,174.26㎡/161.33㎡(전용률93%),50만원,-,-,개별난방/도시가스,2457991350,53 올수리 한강공원인접 잠원역세권 융자무 방5화2,5/2개,남서향(거실 기준),-,,2024년 12월 3일,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),16세대,중/10층,계단식
35억,매매,공동주택,-,174.26㎡/161.33㎡(전용률93%),52만원,-,-/-,개별난방/도시가스,2455653003,"53. 통합재건축진행25차,19차, 전세안고 매매, 잠원한강인접",5/2개,남서향(거실 기준),-,,즉시입주 협의가능,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),16세대,6/10층,계단식
33억,매매,공동주택,-,160.87㎡/148.93㎡(전용률93%),50만원,정액관리비,-/-,개별난방/도시가스,2458432923,"통합 재건축단지,  대지지분큼, 한강이용 용이함. 잠원역5분",4/2개,남향(거실 기준),-,,즉시입주 협의가능,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),2세대,고/10층,계단식
"12억 6,000",전세,공동주택,-,174.26㎡/161.33㎡(전용률93%),50만원,정액관리비,-,개별난방/도시가스,2456298016,"급전세,올수리,방5개,융자무",5/2개,남서향(거실 기준),-,,2024년 12월 3일 협의가능,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),16세대,중/10층,계단식
35억,매매,공동주택,-,174.26㎡/161.33㎡(전용률93%),52만원,-,-/-,개별난방/도시가스,2454881517,19차 25차등과 통합재건축 진행중 . 잠원역가깝고 쾌적. 지분많은 단지,5/2개,남서향(거실 기준),없음,,즉시입주 협의가능,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),16세대,6/10층,계단식
33억,매매,공동주택,-,160.87㎡/148.93㎡(전용률93%),50만원,-,-/-,개별난방/도시가스,2457989187,통합재건축 입주 또는 갭투가능,4/2개,남서향(거실 기준),-,,즉시입주 협의가능,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),2세대,고/10층,계단식
33억,매매,공동주택,-,160.87㎡/148.93㎡(전용률93%),"21만 8,500원",-,-/-,개별난방/도시가스,2458293690,급매  대단지  아파트    중인접,4/2개,서향(거실 기준),-,,즉시입주,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),2세대,고/10층,계단식
35억,매매,공동주택,-,174.26㎡/161.33㎡(전용률93%),52만원,정액관리비,-/-,개별난방/도시가스,2457388161,"통합 재건축단지,  대지지분큼, 한강이용 용이함. 잠원역5분",5/2개,남향(거실 기준),-,,즉시입주 협의가능,한신진일빌라트 1동,서울시 서초구 잠원동 61,28대(세대당 1.47대),16세대,고/10층,계단식
