가격,거래 유형,건축물 용도,공급/전용면적,관리비,관리비부과기준,기보증금/월세,난방(방식/연료),매물번호,매물특징,방수/욕실수,방향,융자금,이미지 URL,입주가능일,제목,주소,총주차대수,해당면적 세대수,해당층/총층,현관구조
"26억 6,000",매매,공동주택,109.07㎡/84.91㎡(전용률78%),30만원,-,-/-,개별난방/도시가스,2458211041,32. 남향. 올수리. 리모델링대단지. 반포역세권.,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주 협의가능,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,2/20층,계단식
"26억 6,000",매매,공동주택,109.07㎡/84.91㎡(전용률78%),30만원,-,-/-,개별난방/도시가스,2458221176,확실매물 확장 올수리,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주 협의가능,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,2/20층,계단식
"26억 6,000",매매,-,109.07㎡/84.91㎡(전용률78%),30만원,-,-/-,개별난방/도시가스,2458283968,32.올수리. 남향. 입주가능. 반포역세권.,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,2/20층,계단식
"26억 6,000",매매,-,109.07㎡/84.91㎡(전용률78%),30만원,-,-/-,개별난방/도시가스,2458210513,32. 남향. 올수리. 입주가능. 반포역 초역세권,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주 협의가능,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,2/20층,계단식
"26억 6,000",매매,공동주택,109.07㎡/84.91㎡(전용률78%),30만원,-,-/-,개별난방/도시가스,2458229098,"32, 입주가능, 세안고 가능, 반포역1분, 위치대박",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주 협의가능,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,2/20층,계단식
"26억 6,000",매매,-,109.07㎡/84.91㎡(전용률78%),32만원,-,-/-,개별난방/도시가스,2457864485,"32,특올수리,입주가,남향,7호선반포역도보3분,리모델링추진중",3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주 협의가능,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,2/20층,계단식
"28억 5,000",매매,-,109.07㎡/84.91㎡(전용률78%),30만원,정액관리비,-/-,개별난방/도시가스,2457933296,O리모델링진행중O올수리O반포역O반원초경원중O,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주 협의가능,동아 101동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,17/18층,-
"26억 5,000",매매,-,109.07㎡/84.91㎡(전용률78%),30만원,-,-/-,개별난방/도시가스,2458432221,"내부인테리어잘된집,입주가능,세안고도가능,조용한동",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,2/20층,계단식
24억,매매,-,81.33㎡/59.8㎡(전용률74%),20만원,정액관리비,-/-,개별난방/도시가스,2458581315,24 주인직접의뢰 입주가능 확트인뷰 리모델링추진중,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120711_284/hscp_img_1341993506598kUuj6_JPEG/photoinfra_1341993506160.jpg,2026년 11월 중순,동아 103동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),116세대,고/20층,계단식
28억,매매,-,109.07㎡/84.91㎡(전용률78%),30만원,-,-/-,개별난방/도시가스,2458627286,"32 주인직접,전세끼고 확실매물, 남향고층",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,고/20층,계단식
28억,매매,-,109.07㎡/84.91㎡(전용률78%),24만원,-,-/-,개별난방/도시가스,2458623915,32 찐매물 확출 세안고 투자 최고 리모델링추진중,3/2개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,2025년 12월 10일 협의가능,동아 102동,서울시 서초구 잠원동 157,1025대(세대당 1대),690세대,고/20층,계단식
"28억 5,000",매매,-,109.07㎡/84.91㎡(전용률78%),"27만 2,319원",-,-/-,개별난방/도시가스,2458543368,32. 주인직접. 최근 호텔급 리모델링,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_255/hscp_img_1332916184693KYyEY_JPEG/GW70765_1332916183618.jpg,즉시입주,동아 101동,서울시 서초구 잠원동 157,1025대(세대당 1.03대),690세대,고/18층,계단식
25억/520,월세,공동주택,172.49㎡/129.92㎡(전용률75%),50만원,-,-,지역난방/열병합,2458120637,"52 전면한강뷰, 빠른입주가능합니다.",4/2개,북서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_241/hscp_img_1389677282278Vlj0d_JPEG/photoinfra_1389677282014.jpg,즉시입주,아크로리버파크 103동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),108세대,19/35층,계단식
95억,매매,공동주택,225.87㎡/168.96㎡(전용률75%),"84만 8,943원",-,-/-,지역난방/열병합,2458542260,68 개성있는 복층형 한강뷰 파노라마 채광굿,5/3개,북서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_185/hscp_img_1389677393149mFCiM_JPEG/photoinfra_1389677392761.jpg,즉시입주 협의가능,아크로리버파크 106동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),8세대,28/33층,계단식
95억,매매,공동주택,225.87㎡/168.96㎡(전용률75%),68만원,-,-/-,지역난방/열병합,2458536222,68 귀한 복층 한강뷰 주거에 대한 색다른 경험을 할 수 있어요,5/3개,북서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_185/hscp_img_1389677393149mFCiM_JPEG/photoinfra_1389677392761.jpg,즉시입주,아크로리버파크 106동,서울시 서초구 반포동 2-12,2973대(세대당 3.21대),8세대,28/33층,계단식
45억,매매,공동주택,113.69㎡/84.95㎡(전용률75%),40만원,-,-/-,지역난방/열병합,2458631008,넓은거실. 채광우수. 주인거주. 입주도 가능.,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20140114_296/hscp_img_1389677662977tIeKE_JPEG/photoinfra_1389677662678.jpg,즉시입주 협의가능,아크로리버파크 109동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),105세대,25/38층,계단식
45억,전세,공동주택,225.87㎡/168.96㎡(전용률75%),66만원,정액관리비,-,지역난방/열병합,2458592366,68 개성있는 구조로 공간활용 극대화 아름다운 한강뷰,5/3개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_185/hscp_img_1389677393149mFCiM_JPEG/photoinfra_1389677392761.jpg,즉시입주,아크로리버파크 106동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),8세대,28/33층,-
45억,전세,공동주택,225.87㎡/168.96㎡(전용률75%),70만원,-,-,지역난방/열병합,2458583629,"68, 복층 귀한 파노라마 한강뷰, 방5개 , 높은 층고, 최고 개방감",5/3개,북서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_185/hscp_img_1389677393149mFCiM_JPEG/photoinfra_1389677392761.jpg,즉시입주,아크로리버파크 106동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),8세대,28/33층,계단식
52억,매매,공동주택,112.83㎡/84.95㎡(전용률75%),"50만 9,103원",-,-/-,지역난방/열병합,2458543251,34B 환상적인 한강뷰 컨디션굿 세안고,3/2개,북서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_196/hscp_img_1389677627164j8mDs_JPEG/photoinfra_1389677626790.jpg,즉시입주 협의가능,아크로리버파크 104동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),165세대,6/33층,계단식
45억,전세,공동주택,225.87㎡/168.96㎡(전용률75%),"84만 8,943원",-,-,지역난방/열병합,2458543311,68 전세 관리잘된 파노라마 한강뷰 고급복층,5/3개,북서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_185/hscp_img_1389677393149mFCiM_JPEG/photoinfra_1389677392761.jpg,즉시입주 협의가능,아크로리버파크 106동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),8세대,28/33층,계단식
95억,매매,공동주택,225.87㎡/168.96㎡(전용률75%),70원,-,-/-,지역난방/열병합,2458569419,-,5/3개,북서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_185/hscp_img_1389677393149mFCiM_JPEG/photoinfra_1389677392761.jpg,즉시입주,아크로리버파크 106동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),8세대,28/33층,계단식
45억,매매,공동주택,113.69㎡/84.95㎡(전용률75%),45만원,-,-/-,지역난방/열병합,2458542328,34D  관리잘된O쾌적한O트인뷰O남향O상태굿,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_296/hscp_img_1389677662977tIeKE_JPEG/photoinfra_1389677662678.jpg,즉시입주 협의가능,아크로리버파크 109동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),105세대,25/38층,계단식
15억/950,월세,공동주택,172.95㎡/129.97㎡(전용률75%),45만원,-,-,지역난방/열병합,2458534185,52풀옵션 한강뷰 최고,4/2개,북서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_260/hscp_img_1389677318354obxT2_JPEG/photoinfra_1389677318112.jpg,즉시입주,아크로리버파크 114동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),70세대,27/38층,-
"10억/1,200",월세,공동주택,172.95㎡/129.97㎡(전용률75%),63만원,-,-,지역난방/열병합,2458583583,52. A C R O. 파노라마 한강뷰. 로얄동. 풀옵션.,4/2개,북동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20140114_260/hscp_img_1389677318354obxT2_JPEG/photoinfra_1389677318112.jpg,즉시입주 협의가능,아크로리버파크 114동,서울시 서초구 반포동 2-12,2973대(세대당 1.84대),70세대,27/38층,계단식
12억,매매,공동주택,91.99㎡/76.83㎡(전용률84%),8만원,정액관리비,-/-,개별난방/도시가스,2457784152,"경부고속도로 옆 아파트 급매, 방3 욕실2 갭투자OK",3/2개,남동향(거실 기준),-,,2025년 09월 중순 협의가능,써니힐 1동,서울시 서초구 반포동 701-31,10대(세대당 1대),3세대,저/6층,계단식
12억,매매,공동주택,91.99㎡/76.83㎡(전용률84%),8만원,-,-/-,개별난방/도시가스,2453285974,써니힐 아파트 방3 급매물,3/2개,남동향(거실 기준),-,,2025년 9월 30일 협의가능,써니힐 1동,서울시 서초구 반포동 701-31,10대(세대당 1대),3세대,2/6층,계단식
12억,매매,공동주택,91.99㎡/76.83㎡(전용률84%),8만원,-,"5억1,450/43만원",개별난방/도시가스,2453103551,쓰리룸 써니힐아파트 전세낀 갭투자매매,3/2개,남동향(거실 기준),-,,2025년 9월 30일 협의가능,써니힐 1동,서울시 서초구 반포동 701-31,10대(세대당 1대),3세대,2/6층,계단식
"1억 7,000",전세,공동주택,21.43㎡/17.43㎡(전용률81%),13만원,-,-,개별난방/도시가스,2455257252,7.신분당선 논현역 도보5분 풀옵션 전세1억7천 전세자금대출가능,1/1개,동향(거실 기준),-,,2024년 12월 6일 협의가능,논현파크빌(도시형) 1동,서울시 강남구 논현동 122-17,9대(세대당 0.33대),4세대,5/5층,계단식
22억,매매,공동주택,164.5㎡/152.78㎡(전용률93%),43만원,-,-/-,개별난방/도시가스,2456664279,"25년초 리모델링 이주예정,전세안고 매매입니다.",4/2개,남향(거실 기준),-,,2025년 2월 21일 협의가능,노블레스 1동,서울시 서초구 잠원동 59-12,38대(세대당 2대),7세대,2/10층,계단식
25억,매매,공동주택,163.66㎡/152.01㎡(전용률93%),43만원,-,-/-,개별난방/도시가스,2456664250,"25년초 리모델링 이주예정, 입주됩니다",4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20141113_95/hscp_img_1415847261120dyfXT_JPEG/photoinfra_1415847260170.jpg,2025년 2월 21일 협의가능,노블레스 1동,서울시 서초구 잠원동 59-12,38대(세대당 2대),10세대,9/10층,계단식
22억,매매,공동주택,164.5㎡/152.78㎡(전용률93%),43만원,-,-/-,개별난방/도시가스,2457662074,잠원동 노블레스빌 세안고매매 25년 이주예정입니다,4/2개,남향(거실 기준),-,,즉시입주,노블레스 1동,서울시 서초구 잠원동 59-12,38대(세대당 2.00대),7세대,저/10층,-
22억,매매,공동주택,164.5㎡/152.78㎡(전용률93%),43만원,-,-/-,개별난방/도시가스,2456242161,25년초 리모델링 이주예정 전세안고 매매입니다,4/2개,남향(거실 기준),-,,2025년 02월 하순 협의가능,노블레스 1동,서울시 서초구 잠원동 59-12,38대(세대당 2대),7세대,2/10층,계단식
22억,매매,공동주택,164.5㎡/152.78㎡(전용률93%),43만원,-,-/-,개별난방/도시가스,2456241169,"25년초 리모델링 이주예정 ,전세안고 매매입니다.",4/2개,남향(거실 기준),-,,2025년 2월 21일 협의가능,노블레스 1동,서울시 서초구 잠원동 59-12,38대(세대당 2대),7세대,저/10층,계단식
22억,매매,공동주택,164.5㎡/152.78㎡(전용률93%),43만원,-,-/-,개별난방/도시가스,2454775011,25년초 리모델링 이주예정 반포역근접 전세안고매매,4/2개,남향(거실 기준),-,,즉시입주,노블레스 1동,서울시 서초구 잠원동 59-12,38대(세대당 2.00대),7세대,2/10층,계단식
25억,매매,공동주택,163.66㎡/152.01㎡(전용률93%),44만원,-,-/-,개별난방/도시가스,2455699891,리모델링 이주 임박 상세내역click,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20141113_95/hscp_img_1415847261120dyfXT_JPEG/photoinfra_1415847260170.jpg,2024년 12월 31일,노블레스 1동,서울시 서초구 잠원동 59-12,38대(세대당 2대),10세대,고/10층,계단식
22억,매매,공동주택,164.5㎡/152.78㎡(전용률93%),43만원,-,-/-,개별난방/도시가스,2453737559,잠원동 노블레스빌 전세 안고 특급 매매 물건 입니다,4/2개,남향(거실 기준),-,,즉시입주 협의가능,노블레스 1동,서울시 서초구 잠원동 59-12,38대(세대당 2대),7세대,저/10층,-
25억,매매,공동주택,164.5㎡/152.78㎡(전용률93%),50만원,-,-/-,개별난방/도시가스,2453972461,66 채광 굿 방4화2 상세내역 pics,4/2개,남향(거실 기준),없음,,즉시입주,노블레스 1동,서울시 서초구 잠원동 59-12,38대(세대당 2.00대),7세대,중/10층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),22만원,-,-/-,개별난방/도시가스,2458069313,31 특올수리 트인전망 선호도 높은 아파트 세안고,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,즉시입주,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,중/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),32만원,-,-/-,개별난방/도시가스,2458089767,"31 올수리,뉴코아 킴스 바로 건너편 교통편리",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,즉시입주,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
23억,매매,공동주택,103.19㎡/84.94㎡(전용률82%),30만원,-,-/-,개별난방/도시가스,2458090021,"31 올수리,교통,학군,편의시설 다 갖춘 단지",3/2개,남서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,즉시입주 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,저/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),28만원,-,-/-,개별난방/도시가스,2457969609,상세내역click,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2025년 11월 10일 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),26만원,-,"9억5,000/-",개별난방/도시가스,2457497291,-,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2025년 11월 20일 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"22억 9,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),23만원,정액관리비,-/-,개별난방/도시가스,2457857032,내부 특올수리 세안고매매 로얄타입,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,즉시입주,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),30만원,-,"9억5,000/-",개별난방/도시가스,2457628249,31 고층 확트인부 남향,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2025년 11월 30일 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),26만원,-,"9억5,000/-",개별난방/도시가스,2457347450,남향 특올수리 전세안고 급매,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2025년 11월 20일 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
26억,매매,공동주택,103.19㎡/84.94㎡(전용률82%),26만원,-,"11억3,000/-",개별난방/도시가스,2457348332,특올수리 확장 전세안고,3/2개,남서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2026년 4월 20일 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,중/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),30만원,-,"9억5,000/-",개별난방/도시가스,2457402505,-,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2025년 11월 중순 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
5억/250,월세,공동주택,103.19㎡/84.94㎡(전용률82%),25만원,-,-,개별난방/도시가스,2456159570,31 저층이지만 채광우수 입주협의가능 보증금조정은 소폭으로 가능합니다,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,즉시입주 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,4/15층,-
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),26만원,-,"9억5,000/-",개별난방/도시가스,2456720654,남향 특올수리 전세안고 급매,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2025년 11월 20일 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),30만원,정액관리비,-/-,개별난방/도시가스,2454963410,특급수리 동아바로옆  트인뷰 379  경원중 청담고이전 세안고,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,즉시입주,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),30만원,-,-/-,개별난방/도시가스,2454607962,뉴코아앞  반포역이용  편리  올수리,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,즉시입주 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
24억,매매,공동주택,103.19㎡/84.94㎡(전용률82%),20만 5원,-,-/-,개별난방/도시가스,2453520258,31  최고전망 일조굿 선호도 높고 반포역1분 명문학군,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,즉시입주 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),25만원,-,-/-,개별난방/도시가스,2453432314,"광폭발코니,3베이.지하주차장연결.넓게 나온구조",3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2024년 6월 10일 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),30만원,-,-/-,개별난방/도시가스,2453158928,남향. 실제사진. 특호텔급. 구조 잘빠진 3베이. 개방감 굿. 초역세권,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2025년 11월 중순,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"23억 2,000",매매,공동주택,103.19㎡/84.94㎡(전용률82%),30만원,-,"9억5,000/-",개별난방/도시가스,2457405454,-,3/2개,남향(안방 기준),-,https://landthumb-phinf.pstatic.net/20120327_257/hscp_img_1332836397202JDtNV_JPEG/GW70765_1332836396232.jpg,2025년 11월 19일 협의가능,잠원브라운스톤 1동,서울시 서초구 잠원동 67-2,94대(세대당 1.13대),83세대,고/15층,계단식
"15억 5,000",매매,공동주택,104.08㎡/84.12㎡(전용률81%),20만원,-,-/-,개별난방/도시가스,2458434035,"반포1동 내부올수리 최상급 아파트급매, 실거주O 갭투자O",3/2개,남서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20171016_83/hscp_img_1508142773328l7955_JPEG/photoinfra_1508142772907.jpg,즉시입주 협의가능,"반포훼밀리(101,102동) 101동",서울시 서초구 반포동 713-1,99대(세대당 1.3대),24세대,4/12층,계단식
"14억 5,000",매매,공동주택,90.42㎡/71.88㎡(전용률79%),16만원,-,-/-,개별난방/도시가스,2458319223,관리 최상 채광이 풍부 입주협의,3/2개,남향(거실 기준),없음,,즉시입주,"반포훼밀리(101,102동) 102동",서울시 서초구 반포동 713-1,99대(세대당 1.30대),8세대,7/10층,계단식
"14억 5,000",매매,공동주택,90.42㎡/71.88㎡(전용률79%),20만원,-,-/-,개별난방/도시가스,2457904950,27 올수리 깔끔관리된집 빠른입주 가능,3/2개,남서향(거실 기준),-,,즉시입주,"반포훼밀리(101,102동) 102동",서울시 서초구 반포동 713-1,99대(세대당 1.3대),8세대,7/10층,계단식
"13억 5,000",매매,공동주택,90.42㎡/71.88㎡(전용률79%),20만원,-,-/-,개별난방/도시가스,2457156192,"경부고속도로 옆 아파트 로얄층 급매, 내부수리 완료",3/2개,남서향(거실 기준),-,,즉시입주 협의가능,"반포훼밀리(101,102동) 102동",서울시 서초구 반포동 713-1,99대(세대당 1.30대),8세대,7/10층,계단식
"14억 5,000",매매,공동주택,90.42㎡/71.88㎡(전용률79%),16만원,-,-/-,개별난방/도시가스,2458319308,특올수리 관리 최상 채광이 풍부 입주협의,3/2개,남향(거실 기준),없음,,즉시입주,"반포훼밀리(101,102동) 102동",서울시 서초구 반포동 713-1,99대(세대당 1.30대),8세대,중/10층,계단식
"13억 5,000",매매,공동주택,90.42㎡/71.88㎡(전용률79%),15만원,-,-/-,개별난방/도시가스,2457235471,28 주인직접O 수리된집O 입주가능O 확실진행,3/2개,남향(거실 기준),-,,즉시입주,"반포훼밀리(101,102동) 102동",서울시 서초구 반포동 713-1,99대(세대당 1.3대),8세대,7/10층,계단식
21억,매매,공동주택,126.39㎡/108.5㎡(전용률86%),35만원,-,"8억5,000/-",개별난방/도시가스,2456693438,"38, 1년전 전체수리, 경부고속도로지하화 호재",4/2개,남서향(거실 기준),-,,2025년 12월 28일 협의가능,"반포훼밀리(101,102동) 101동",서울시 서초구 반포동 713-1,99대(세대당 1.3대),24세대,8/12층,계단식
"15억 5,000",매매,공동주택,104.08㎡/84.12㎡(전용률81%),20만원,-,-/-,개별난방/도시가스,2458488792,-,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20171016_83/hscp_img_1508142773328l7955_JPEG/photoinfra_1508142772907.jpg,즉시입주,"반포훼밀리(101,102동) 101동",서울시 서초구 반포동 713-1,99대(세대당 1.3대),24세대,저/12층,계단식
21억,매매,공동주택,126.39㎡/108.5㎡(전용률86%),30만원,-,"8억5,000/-",개별난방/도시가스,2455182127,1년전 올수리 내부컨디션최상 경부고속도로 지하화 38 전세끼고,4/2개,남서향(거실 기준),없음,,2024년 12월 30일 협의가능,"반포훼밀리(101,102동) 101동",서울시 서초구 반포동 713-1,99대(세대당 1.3대),24세대,8/12층,계단식
21억,매매,공동주택,126.39㎡/108.5㎡(전용률86%),20만원,-,-/-,개별난방/도시가스,2454812356,직접 확실진행 38 올수리된집 세안고,3/2개,남향(거실 기준),없음,,즉시입주,"반포훼밀리(101,102동) 101동",서울시 서초구 반포동 713-1,99대(세대당 1.3대),24세대,8/12층,계단식
"14억 5,000",매매,공동주택,90.42㎡/71.88㎡(전용률79%),15만원,-,-/-,개별난방/도시가스,2454793600,직접 확실진행 28 수리된집 깔끔하게 관리 빠른입주가능,3/2개,남향(거실 기준),없음,,즉시입주,"반포훼밀리(101,102동) 102동",서울시 서초구 반포동 713-1,99대(세대당 1.3대),8세대,7/10층,계단식
"14억 3,000",매매,공동주택,90.42㎡/71.88㎡(전용률79%),20만원,-,-/-,개별난방/도시가스,2457603904,깨끗하고 관리상태 좋음. 확실진행,3/2개,남향(거실 기준),-,,즉시입주,"반포훼밀리(101,102동) 102동",서울시 서초구 반포동 713-1,99대(세대당 1.3대),8세대,고/10층,계단식
